106183,8080,6,2018-03-02 12:46:48.000,11437,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,39783.15992,612.0486141,1906.166667,4067.140884,10189,1,637,318.5,378.3021279,586,51,10873,3624.333333,5695.385618,10189,1,0,0,0,0,72,92,262.3065489,349.7420652,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot,0," /media/gann/Storage/BinaryPayload//212.092.121.137.63821-172.031.064.111.03389 ",1128,2018-03-02 12:46:48.000,2018-03-02 12:46:50.000,02:e5:07:52:a7:a4,02:a3:6a:4e:81:58
106184,8080,6,2018-03-02 12:46:48.000,536,2,0,0,0,0,0,0,0,0,0,0,0,0,3731.343284,536,0,536,536,536,536,0,536,536,0,0,0,0,0,0,0,0,0,40,0,3731.343284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot,0," /media/gann/Storage/BinaryPayload//212.092.121.137.63821-172.031.064.111.03389 ",1128,2018-03-02 12:46:48.000,2018-03-02 12:46:50.000,02:e5:07:52:a7:a4,02:a3:6a:4e:81:58
336798,8080,6,2018-03-02 12:46:48.000,491,2,0,0,0,0,0,0,0,0,0,0,0,0,4073.319756,491,0,491,491,491,491,0,491,491,0,0,0,0,0,0,0,0,0,40,0,4073.319756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot,0," /media/gann/Storage/BinaryPayload//212.092.121.137.63821-172.031.064.111.03389 ",1128,2018-03-02 12:46:48.000,2018-03-02 12:46:50.000,02:e5:07:52:a7:a4,02:a3:6a:4e:81:58
336797,8080,6,2018-03-02 12:46:48.000,11040,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41213.76812,634.057971,1840,4103.77246,10210,21,519,259.5,279.3071786,457,62,10604,3534.666667,5783.419865,10210,30,0,0,0,0,72,92,271.7391304,362.3188406,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot,0," /media/gann/Storage/BinaryPayload//212.092.121.137.63821-172.031.064.111.03389 ",1128,2018-03-02 12:46:48.000,2018-03-02 12:46:50.000,02:e5:07:52:a7:a4,02:a3:6a:4e:81:58
257357,8080,6,2018-03-02 12:46:48.000,10412,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43699.57741,672.3011909,1735.333333,3730.977656,9337,1,740,370,384.666089,642,98,9806,3268.666667,5260.515596,9337,1,0,0,0,0,72,92,288.1290818,384.1721091,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot,0," /media/gann/Storage/BinaryPayload//212.092.121.137.63821-172.031.064.111.03389 ",1128,2018-03-02 12:46:48.000,2018-03-02 12:46:50.000,02:e5:07:52:a7:a4,02:a3:6a:4e:81:58
257358,8080,6,2018-03-02 12:46:48.000,634,2,0,0,0,0,0,0,0,0,0,0,0,0,3154.574132,634,0,634,634,634,634,0,634,634,0,0,0,0,0,0,0,0,0,40,0,3154.574132,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot,0," /media/gann/Storage/BinaryPayload//212.092.121.137.63821-172.031.064.111.03389 ",1128,2018-03-02 12:46:48.000,2018-03-02 12:46:50.000,02:e5:07:52:a7:a4,02:a3:6a:4e:81:58
141616,8080,6,2018-03-02 12:46:48.000,492,2,0,0,0,0,0,0,0,0,0,0,0,0,4065.04065,492,0,492,492,492,492,0,492,492,0,0,0,0,0,0,0,0,0,40,0,4065.04065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot,0," /media/gann/Storage/BinaryPayload//212.092.121.137.63821-172.031.064.111.03389 ",1128,2018-03-02 12:46:48.000,2018-03-02 12:46:50.000,02:e5:07:52:a7:a4,02:a3:6a:4e:81:58
141615,8080,6,2018-03-02 12:46:48.000,9973,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45623.18259,701.8951168,1662.166667,3613.71999,9029,1,636,318,292.7422074,525,111,9482,3160.666667,5087.126137,9029,1,0,0,0,0,72,92,300.8121929,401.0829239,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot,0," /media/gann/Storage/BinaryPayload//212.092.121.137.63821-172.031.064.111.03389 ",1128,2018-03-02 12:46:48.000,2018-03-02 12:46:50.000,02:e5:07:52:a7:a4,02:a3:6a:4e:81:58
214711,8080,6,2018-03-02 12:46:48.000,490,2,0,0,0,0,0,0,0,0,0,0,0,0,4081.632653,490,0,490,490,490,490,0,490,490,0,0,0,0,0,0,0,0,0,40,0,4081.632653,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0,0,0,0,0,0,0,0,Bot,0," /media/gann/Storage/BinaryPayload//212.092.121.137.63821-172.031.064.111.03389 ",1128,2018-03-02 12:46:48.000,2018-03-02 12:46:50.000,02:e5:07:52:a7:a4,02:a3:6a:4e:81:58
214710,8080,6,2018-03-02 12:46:48.000,11053,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41165.29449,633.3122229,1842.166667,3958.47402,9906,1,583,291.5,338.7041482,531,52,10543,3514.333333,5544.443916,9906,1,0,0,0,0,72,92,271.4195241,361.8926988,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0,0,0,0,0,0,0,0,Bot,0," /media/gann/Storage/BinaryPayload//212.092.121.137.63821-172.031.064.111.03389 ",1128,2018-03-02 12:46:48.000,2018-03-02 12:46:50.000,02:e5:07:52:a7:a4,02:a3:6a:4e:81:58
